Identidade da viagem,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
52052,NS da Conceição Sr Bom Jesus da Pedra e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,259,"Fontana, João Anastácio"
52054,NS da Vitória S João Batista (a) S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,265,"Coutinho, Francisco Pereira"
50980,NS da Conceição S Rita e Almas,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1774,318,"Cabral, Pedro de Lima"
50986,NS das Brotas S João Nepomuceno e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,354,"Silva, Teodósio Gonçalves da"
50987,NS Mãe dos Homens Vitória e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,306,"Neves, Anastácio Muniz<br/> Guimarães, João Antônio"
50989,NS do Monte do Carmo e Nazaré,"Bahia, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Bahia, port unspecified",1774,238,"Cruz, Manoel Álvares da<br/> Dutra, Mateus"
50990,NS do Monte do Carmo e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,324,"Vale, Antônio Ribeiro do"
50992,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,342,"Bastos, Antônio da Costa"
50993,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,4,"Afonso, José<br/> Costa, Francisco Moreira da"
50995,NS do Monte do Carmo e S Teresa,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,356,"Pereira, João Rodrigues (a) José"
50996,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1774,378,"Rosa, José Gomes"
50997,NS Mãe de Deus Mãe dos Homens S Antônio dos Pobres e Alma,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,422,"Matos, Vitorino Francisco de<br/> Soares, José de Oliveira"
50998,NS do Monte do Carmo e S Elias,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1774,176,"Mota, Francisco Luís da"
19507,S José,Lisbon,Luanda,"Pernambuco, port unspecified",1775,550,"Almeida, Manoel Gomes de"
19686,Sr do Bonfim e Prazeres,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,
49131,Bom Jesus de Bouças,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,,"Teixeira, Antônio José"
49136,S José e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,381,"Souto, Antônio de"
49137,NS da Conceição e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,359,"Medeiros, Manoel de"
49138,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,271,"Viana, Paulo Cardoso"
49140,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,423,"Carvalho, Antônio de"
49141,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,336,"Guimarães, Francisco Carvalho"
49143,NS de Guadalupe,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,415,"Jardim, José Gomes"
49168,NS da Purificação e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,348,"Amado, Manoel da Silva"
49170,NS de Nazaré,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,340,"Paiva, João de"
49173,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,400,"Souza, Roque Jacinto de"
49175,NS dos Prazeres,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,"Menezes, José Ferreira"
49179,S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,
49182,NS do Pilar e S José,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,210,"Monteiro, Miguel"
49185,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,"Pereira, Manoel"
49565,Bom Jesus de Bouças e NS da Conceição da,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,307,"Rodrigues, José"
49566,Sr Bom Jesus das Bouças,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,331,"Teixeira, Antônio José"
49567,NS da Aparecida S José e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,449,"Marques, José Gonçalves"
49569,NS de Atalaia e Bom Jesus das Portas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,252,"Chaves, Domingos Rodrigues"
49570,NS do Pilar e S José,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,225,"Monteiro, Miguel"
49841,Sr do Bonfim e Prazeres,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,
49842,NS da Conceição S José e S João Batista,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1775,,
48324,NS da Conceição da Ponte S José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1775,431,"Cunha, Manoel José da"
52053,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1775,278,"Souza, José Inácio de"
50991,NS do Monte do Carmo e Sr Bom Jesus das Portas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1775,389,"Fonseca, João Anastácio da<br/> Pereira, João Rodrigues"
50999,NS da Lampadosa e S Francisco de Paula,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1775,279,"Pires, João Batista"
51000,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1775,283,"Pereira, Veríssimo Leitão<br/> Silveira, José Antônio da"
51001,NS da Penha da França e Boa Hora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1775,282,"Ferreira, Manoel da Costa"
51002,NS da Conceição S Antônio e S João Nepomuceno,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1775,287,"Etrê, Francisco Antônio de"
51003,Família Sagrada,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1775,337,"Souza, Luís Vieira de (a) da Silva"
51005,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1775,335,"Livramento, Manoel da Graça"
51006,NS da Conceição Sr Bom Jesus da Pedra e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1775,397,"Matos, Manoel Martins de"
51007,NS da Guia Santana S Antônio e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1775,85,"Cabral, Pedro de Lima"
51009,NS do Monte do Carmo e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1775,,
51014,NS da Ajuda e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1775,,
19509,Bom Jesus dos Navegantes,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1776,386,
19541,NS da Conceição,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1776,2,
19648,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1776,,
19654,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1776,,
19670,NS da Natividade,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1776,,
19680,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Badagry/Apa,"Pernambuco, port unspecified",1776,,"Melo, André Vieira de"
40293,NS da Conceição e S José,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1776,,"Silva, José Gonçalves da"
40294,NS da Conceição S Antônio e Almas,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1776,141,
40295,NS do Monte do Carmo e S Teresa,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1776,,"Fontana, João Anastácio"
40296,NS do Pilar e Santíssimo Sacramento,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1776,,"Vale, Antônio Ribeiro do"
40297,NS Mãe de Deus dos Homens e S Antônio Po,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1776,31,"Martins, Antônio José"
46438,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1776,,"Livramento, Manoel da Graça"
47698,NS da Barroquinha e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,,"Coimbra, Joaquim José"
49134,NS da Boa Viagem e Três Reis Magos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,447,"Lucena, Francisco José"
49172,NS do Pilar e S José,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1776,231,"Monteiro, Miguel"
49571,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,375,"Rite, Henrique José"
49572,Bom Jesus de Bouças S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1776,313,"Firme, Manoel Caetano"
49573,NS da Atalaia e Bom Jesus das Portas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,405,"Barbosa, José"
49574,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,247,"Ferreira, Manoel"
49575,NS da Guia Santana S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1776,307,"Monteiro, Miguel"
49576,NS da Guia Santana S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1776,302,"Monteiro, Miguel"
49577,NS de Nazaré e S Pedro Gonçalves,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1776,462,"Jardim, José Gomes"
49578,NS dos Prazeres e Santíssimo Sacramento,Lisbon,Luanda,"Bahia, port unspecified",1776,496,"Pereira, José Antônio"
49579,NS do Crato S Roque e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,497,"Teles, Antônio de Souza"
49580,NS do Monte do Carmo S João Batista e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,459,"Pinto, José Rodrigues"
49581,Bom Jesus de Bouças e NS da Conceição da,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,392,"Rodrigues, José"
51004,NS Mãe dos Homens Vitória e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1776,399,"Matos, Vitorino Francisco de"
51008,Santana S Antônio e Almas,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1776,218,"Castro, João Pereira de"
51010,NS da Conceição S Rita e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1776,352,"Rosa, José Gomes"
51011,NS do Monte do Carmo e Sr Bom Jesus das Portas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1776,343,"Pereira, João Rodrigues"
51012,Santíssimo Sacramento e S Francisco de Paula,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1776,312,"Góes, Nicolau Tolentino"
51013,NS da Conceição S Antônio e Almas,"Bahia, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Bahia, port unspecified",1776,17,"Marques, Antônio de Souza"
51016,NS Mãe dos Homens Vitória e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1776,,
51017,NS do Pilar S Luzia e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1776,,
51019,NS do Monte do Carmo Sr do Bonfim e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1776,,
19649,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1777,,
19659,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1777,,
19660,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1777,,"Cirne, Pedro da Costa"
19683,Bom Jesus dos Navegantes,Lisbon,Luanda,"Pernambuco, port unspecified",1777,542,
40298,Bom Jesus de Bouças e NS da Conceição da,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1777,353,"Rodrigues, José"
40299,NS da Barroquinha e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1777,378,"Coimbra, Luís"
40303,NS da Guia Santana S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1777,295,"Monteiro, Miguel"
40305,NS da Conceição Monte do Carmo e Santana,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1777,283,"Viana, Paulo Cardoso"
40306,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1777,235,"Ferreira, Manoel"
40308,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1777,365,"Ribeiro, Henrique José"
46437,NS da Conceição S Francisco e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1777,282,"Cruz, Pedroso da"
47174,S José,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1777,,"Teixeira, Francisco Rodrigues"
49654,NS do Monte do Carmo e S Elias,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1777,192,"Guimarães, Silvestre de Sá"
52082,NS do Monte do Carmo e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1777,,
51015,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1777,111,"Lisboa, Inácio Batista"
51018,NS do Monte do Carmo e S Francisco,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1777,91,"Cirne, João da Costa"
51023,NS do Monte do Carmo e S Elias,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1777,,
51027,NS do Rosario,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1777,,
19510,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1778,406,
19672,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1778,,"Teixeira, Francisco Rodrigues"
19688,S José,Lisbon,Luanda,"Pernambuco, port unspecified",1778,,"Carvalho, Manoel Pires de"
40478,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,"Lisboa, Inácio Batista"
46436,NS do Monte do Carmo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,"Ferreira, João Rodrigues"
46700,NS do Socorro S Antônio e Almas,Lisbon,Bissau,"Pernambuco, port unspecified",1778,,"Azevedo, José Ferreira de<br/> Correa, José Joaquim"
47536,Sr Bom Jesus de Bouças S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1778,339,"Camacho, Veríssimo Francisco"
49583,NS da Barroquinha e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1778,389,"Coimbra, João Rodrigues"
49584,NS da Conceição Monte do Carmo e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1778,276,"Viana, Paulo Cardoso"
49585,NS da Piedade S Antônio e Almas,Lisbon,Luanda,"Bahia, port unspecified",1778,451,"Guimarães, Manoel de Sousa<br/> Lucena, Francisco José de"
49586,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1778,411,"Paiva, João"
49587,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1778,291,"Livramento, Henrique Ferreira"
49642,NS da Conceição e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,48,"Silva, José Gonçalves da"
49647,NS da Ajuda e Sr Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,194,"Pires, João Batista"
49658,NS Mãe dos Homens Vitória e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,
52083,NS do Monte do Carmo Sr do Bonfim e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,111,"Marques, José Gonçalves"
52084,NS do Pilar S Luzia e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,213,"Coutinho, Francisco Pereira"
52085,NS do Monte do Carmo e Sr Bom Jesus das Portas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,35,"Sampaio, Afonso"
52086,NS do Rosario,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,
52095,NS Mãe dos Homens Vitória e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,302,"Santos, Antônio Cardoso dos<br/> Ferreira, José Basílio"
51020,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,185,"Góes, Nicolau Tolentino"
51021,NS da Glória e Boa Viagem,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,325,"Ferreira, Manoel da Costa"
51022,NS do Monte do Carmo e S Teresa,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,229,"Guimarães, Silvestre de Sá"
51025,NS dos Remédios e S Vicente Ferreira,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,223,"Teixeira, Manoel Fernandes<br/> Gonçalves, João"
51026,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,167,"Vale, Antônio Ribeiro do (a) Melo"
51029,NS da Graça e S João Nepomuceno,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,"Livramento, Manoel da Graça"
51032,NS do Monte do Carmo S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,
51035,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,
51037,NS da Boa Viagem e Três Reis Magos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,
51038,Rainha dos Anjos e Sr do Bonfim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,
51039,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,"Pinheiro, José Antônio"
51040,NS dos Prazeres e Mãe dos Homens,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,"Rosario, João Luís do"
51041,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,"Mota, Francisco Luís da"
51042,NS S João S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1778,,"Vilarinho, Antônio"
19655,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1779,,
19661,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1779,,"Costa, Francisco José da"
