Identidade da viagem,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
40788, ,"Pernambuco, port unspecified",Sao Tome,"Pernambuco, port unspecified",1574,48,
40789, ,"Pernambuco, port unspecified",Sao Tome,"Pernambuco, port unspecified",1575,284,
98835, ,"Pernambuco, port unspecified",Sao Tome,"Pernambuco, port unspecified",1576,83,
49522,S Antônio,"Bahia, port unspecified","West Central Africa and St. Helena, port unspecified","Bahia, port unspecified",1582,166,"Dias, André"
11356, ,"Pernambuco, port unspecified","West Central Africa and St. Helena, port unspecified","Pernambuco, port unspecified",1604,,"Fidalo, Afonso"
42835,S Antonio,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1607,,"Quintero, Juan"
47641,NS do Monserrat,Rio de Janeiro,Luanda,"Bahia, port unspecified",1610,,"Dias, Domingos"
48921,S Catarina,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1611,,"Magalhães, Lourenço de"
11237, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1624,,
11238, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1624,,
11236, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1626,148,
11231, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1627,,
11233, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1627,,
11235, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1627,360,
11228, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1630,280,
11229, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1630,,
11597, ,"Pernambuco, port unspecified","West Central Africa and St. Helena, port unspecified","Pernambuco, port unspecified",1630,280,"Sijmonsz, Dirck"
11222, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1633,300,
11224, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1636,390,
11225, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1636,,
11226, ,"Pernambuco, port unspecified",Luanda,Ilha de Itamaric ,1636,,
11287,Halve Maan,"Pernambuco, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Pernambuco, port unspecified",1637,,
11288,Eendracht,Zeeland,Ardra,"Pernambuco, port unspecified",1637,,
11289,Halve Maan,Amsterdam,Ardra,"Pernambuco, port unspecified",1637,,
11290,S Jan van Dort,"Pernambuco, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Pernambuco, port unspecified",1637,,
11291,Hoop,"Pernambuco, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Pernambuco, port unspecified",1637,,
11292,Kameel,"Pernambuco, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Pernambuco, port unspecified",1637,,
11280,Eendracht,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1638,,
11281,Leeuwinne,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1638,,
11282,Eendracht,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1638,,
11283,Nassau,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1638,,
11284,Eendracht,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1638,,
11285,Ter Tholen,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1638,207,
11286,Witte Leeuw,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1638,207,
11302,S Michiel,Zeeland,Mpinda,"Pernambuco, port unspecified",1638,70,
11273,Bruinvis,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1639,,
11274,Matança,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1639,216,
11275,Eendracht,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1639,,
11277,Zeerobbe,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1639,,
11278,Walcheren,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1639,,
11279,Nassau,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1639,,
11303,S Pieter,"Pernambuco, port unspecified",Mpinda,"Pernambuco, port unspecified",1639,,
11304,Maagd van Enkhuizen,"Pernambuco, port unspecified",Mpinda,"Pernambuco, port unspecified",1639,,
11305,Mooriaan,"Pernambuco, port unspecified",Mpinda,"Pernambuco, port unspecified",1639,21,"Hes, Jacob"
11318,S Michiel,"Pernambuco, port unspecified",Mpinda,"Pernambuco, port unspecified",1639,,
11600, ,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1639,77,
11268,Wapen van Delft,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1640,,"Danser, Simon den"
11269,S Jan Baptist,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1640,,
11270,Zwarte Arend,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1640,,
11271,Caritas,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1640,149,"Wisse, Adriaan"
11272,Kameel,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1640,149,
11276,S Pieter,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1640,,
11264,Wapen van Delft,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1641,,"Danser, Simon den"
11265,Zwarte Arend,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1641,,"Cornelisz, Cornelis"
11266,Amersfoort,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1641,,"Stockman, Pieter"
11267,Leeuwinne,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1641,265,
11300,Orpheus,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1641,,"Jochemsz, Albert"
11319,Leiden,"Pernambuco, port unspecified","West Central Africa and St. Helena, port unspecified","Pernambuco, port unspecified",1641,,"Clasen, Jan"
11599,Sloterdijk,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1641,,
41604, ,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1641,,
11256,Gulde Ree,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1642,,
11257,Matança,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1642,,
11258,Ommelandia,"Netherlands, port unspecified",Ardra,"Pernambuco, port unspecified",1642,56,
11259,Deventer,"Netherlands, port unspecified",Ardra,"Pernambuco, port unspecified",1642,,
11260,Leeuwinne,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1642,,
11261,Zwarte Beer,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1642,,
11262,Matança,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1642,,
11263,Nassau,"Pernambuco, port unspecified","Bight of Benin, port unspecified","Pernambuco, port unspecified",1642,,"Burch, Hendrick van der"
11320,Diemen,Luanda,Loango,"Pernambuco, port unspecified",1642,,
11321,Hazewind,Luanda,Sao Tome,"Pernambuco, port unspecified",1642,,"Adriaanse, Adriaan (?)"
11322,Loanda,Luanda,Sao Tome,"Pernambuco, port unspecified",1642,,
11323,Haan,Luanda,Sao Tome,"Pernambuco, port unspecified",1642,,
11324,Henderson,Luanda,Sao Tome,"Pernambuco, port unspecified",1642,,
11325,Leiden,Luanda,Sao Tome,"Pernambuco, port unspecified",1642,,"Kock, Jan Claesz"
11326,Overijsel,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1642,,"Langman, Claes Arentsen"
11327,Groningen,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1642,,
11328,Eendracht,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1642,,"Jansen, Matheus"
11329,Mauritius,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1642,,
11330,Prinses,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1642,,
11331,Grote Gerrit,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1642,,"Rooper, Marcus Jansz"
11249,Utrecht,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1643,,"Wouters, Hillebrandt"
11250,Noord Holland,"Pernambuco, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Pernambuco, port unspecified",1643,,"Jansen, Hermen"
11251,Leeuwinne,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1643,,"Lucifer, Pieter"
11252,Zwarte Arend,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1643,,"Cornelisz, Cornelis"
11253,Kameel,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1643,,
11254,Kat,"Pernambuco, port unspecified",Accra,"Pernambuco, port unspecified",1643,,
11255,Nassau,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1643,,"Burch, Hendrick van der"
11306,Mooriaan,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,"Slijckman, Crijnsen"
11307,Walcheren,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,"Wouters, Bartolomeus"
11308,Grote Gerrit,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,263,
11309,Portier,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1643,325,
11310,Brak,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,310,
11332,Wapen van Dort,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,
11333,Burcht van Coevorden,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,
11334,Regenboog,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,"Goes, Philip Adriaensz van der"
11335,Bruinvis,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,"Bruininck, Jacob Claesz"
11336,Brak,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,"Hermansz, Hermen"
11337,Graaf Henrick,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1643,,"Donnel, Dirck Janssen"
11244,Grote Gerrit,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1644,,
11245,Nieuw Enkhuizen,"Brazil, port unspecified",River del Rey,"Pernambuco, port unspecified",1644,112,"Pomp, Dirk Gerritsz"
11246,Zwarte Arend,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1644,,
11247,Leeuwinne,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1644,,
11248,Zeelandia,"Pernambuco, port unspecified",Gold Coast + Bight of Benin + Bight of Biafra,"Pernambuco, port unspecified",1644,,"Christoffels, Jan"
11311,Leiderdorp,"Pernambuco, port unspecified",Sao Tome,"Pernambuco, port unspecified",1644,,"Jansz, Abraham"
11312,Goude Leeuw,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11338,Liefde,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11339,Caritas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11340,Hollandia,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11341,Overijsel,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,Jol
11342,Brak,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,"Hermansz, Hermen"
11343,Zwaan,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11344,Witte Hoop,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11345,Loanda,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11346,Brak,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1644,,
11592,Land van Belofte,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1644,,
41214,NS do Rosario,Lisbon,Cacheu,"Bahia, port unspecified",1644,,"Gomes, Marcos"
11241,Leeuwinne,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1645,,
11242,Gulde Ree,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1645,,
11243,Caritas,"Pernambuco, port unspecified",Calabar,"Pernambuco, port unspecified",1645,,
11313,Leiden,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11314,Utrecht,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11315,Soutelande,"Netherlands, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11316,Overijsel,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11347,Overijsel,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11348,Rode Hert,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11349,Grote Gerrit,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11350,Caritas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11351,Vlucht,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1645,,
11219, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1646,,
11220, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1646,,
11221, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1646,,
11317,Heemstee,Texel,Luanda,"Pernambuco, port unspecified",1646,,
11602,Eendracht van Amsterdam,Texel,"Africa., port unspecified","Pernambuco, port unspecified",1646,,"Bottelier, Jan Teunissen<br/> Janssen, Barent"
11603,Eendracht van Enkhuizen,Texel,"Africa., port unspecified","Pernambuco, port unspecified",1646,,"Schuyt, Cornelys"
11240,Tonijn,"Pernambuco, port unspecified",Ardra,"Pernambuco, port unspecified",1646,24,
11354,Saijer,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1647,,
11218, ,"Pernambuco, port unspecified","West Central Africa and St. Helena, port unspecified","Pernambuco, port unspecified",1649,290,
41242, ,"Bahia, port unspecified",Cape Verde Islands,"Bahia, port unspecified",1649,,"Carneiro, Miguel Luis"
11239,Posthoorn,"Pernambuco, port unspecified",Cap Lopez,"Pernambuco, port unspecified",1649,,
44114,Huis te Merwede,"Pernambuco, port unspecified",Elmina,"Pernambuco, port unspecified",1650,,
49925, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1650,,"Barreiros, Lourenço"
49926, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1650,,"Bernardes, Manoel"
49927, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1650,,"Carvalho, Luís de"
49928, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1650,,"Freitas, Manoel"
49930, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1650,,"Tormenta, Manoel da Silva"
49931, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1650,,"Viegas, Peixoto"
11215,NS da Conceição,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1651,380,
11216,NS da Ajuda,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1651,400,
49932, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1651,,"Bernardes, Manoel"
41217,S Teresa,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1651,,"Andrade, João Castro"
44203,Kasteel Delmina (a) Groot Jems,"Pernambuco, port unspecified",New Calabar,"Pernambuco, port unspecified",1652,,
49933, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1652,,"Rocha, Francisco da"
49934, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1652,,"Silveira, Antônio da"
49935, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1653,,"Migueis, Manoel"
21572,Saint-John Baptist,London,"Africa., port unspecified","Bahia, port unspecified",1661,,"Hart, Emanuel (a) Lovet, Emanuel"
46409,NS de Nazaré e Boa Memória,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1664,,
48922,NS da Encarnação,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1664,,"Pedroso, Antônio Fernandes"
48923,NS do Popolo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1665,,"Silva, Manoel da"
41485,S Catarina,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1667,,"Magalhães, Gonçalo"
49222,NS da Conceição e Estrela do Mar,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1671,,"Botelho, Manoel Nogueira"
48924,NS das Necessidades e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1671,,"Vicente, Manoel"
48925,NS das Neves e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1671,,"Abreu, Luís"
48926,NS de Nazaré,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1671,,"Cunha, Antônio Lopes da"
48927,NS do Rosario e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1671,,"Fernandes, Tomás"
41586,NS da Conceição Estrela do Mar,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1672,,
49766,Santíssimo Sacramento,"Bahia, port unspecified",Gabon,"Bahia, port unspecified",1676,,"Viana, Lourenço Fernandes Lima Vizinho"
48928,NS da Ajuda S Antônio S Francisco e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1676,,"Alcântara, Manoel Marques"
48929, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1677,,
48930,S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1677,,
49950, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1678,,"Pereira, Manoel da Costa"
49951, ,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1678,,Lopes
52104,Santissimo Sacramento,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1678,,"Lima, Lourenço Fernandes de"
49952,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1679,,"Silva, João Teixeira da"
48931,NS da Visitação,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1679,,"Lisboa, Francisco Rodrigues"
47397, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1680,,"Gomes, Manoel"
49953, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1680,,
49954, ,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1680,,"Conceição, Francisco Pereira da"
50001, ,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1680,,"Fonseca, Manoel Ferreira da"
50002,NS da Conceição e S Francisco Xavier,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1680,,"Maciel, Pedro de Barros"
47396, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1681,,"Barreto, Julião de Campos"
41223, ,Lisbon,Cape Verde Islands,"Pernambuco, port unspecified",1681,,
48908, ,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1681,,"Monteiro, Pedro Lobão"
48932,S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1682,,"Ferreira, Manoel Soares"
49955,S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1683,,"Rocha, Manoel Gonçalves"
50003,S Antônio e Almas,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1684,,"Rocha, Manoel"
50004,NS do Pilar,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1684,,"Ferreira, Antônio"
50005,S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1684,,"Gouvêa, Francisco Pereira de"
50006,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1684,,"Dias, João"
51801,NS do Monserrat e S Antônio,"Bahia, port unspecified","Gold Coast, port unspecified","Bahia, port unspecified",1684,,
47474, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1685,,"Pinto, Lourenço"
50007,NS da Conceição e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1685,,"Ramos, João"
50009,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1685,,"Andrade, Antônio de"
50010,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1685,,"Viana, João Martins"
41850, ,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1685,,"Ras, Manoel"
48933,NS da Conceição e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1685,,"Pereira, Antônio Falcão"
48934,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1685,,"Gouvêa, Francisco Pereira de"
48935,S Cristo e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1685,,"Cardoso, João"
50008,S Rafael,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1686,,"Branco, Manoel Vaz Castelo"
50011,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1686,,"Viana, João Martins"
48936,S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1686,,"Garcês, Manoel"
50012,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1687,,"Pereira, Luís"
50013,S Catarina,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1687,,"Machado, Jerônimo Mendes"
50014,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1687,,"Araújo, Gaspar Barbosa de"
50015,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1687,,"Maia, Francisco de Oliveira"
50016,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1687,,"Álvares, Antônio"
48937,NS do Amparo S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1687,,"Guerra, Francisco de Ferraz"
47513,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Pereira, Luís"
49223,NS da Conceição e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Pinheiro, Bernardo da Silva"
49224,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Araújo, Gaspar Barbosa de"
49956,S Isabel,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Francisco, Duarte"
50017,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Nunes, Manoel Gonçalves"
50019,NS de Nazaré e S,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1688,,"Andrade, Antônio de"
42989,S Teresa,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1689,,"Nogueira, Inácio"
47514, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,"Costa, João de Souza da"
49225,NS de Nazaré e S Luzia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,"Costa, Manoel de Souza da"
49226,S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,
50020,NS do Pilar S Miguel e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,"Álvares, Manoel"
50021,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,"Dantas, Valentim Pinto"
50022,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,"Lima, Nicolau de Abreu"
50023,NS do Rosario e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1689,,"Machado, Manoel"
19719,S Francisco de Borja,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1690,,"Noronha, Diogo de Abreu de Lima"
47515, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,
47516, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,
47551,Santíssimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Silva, Domingos Carvalho da"
49227,S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Araújo, José Lourenço de"
49228,NS das Neves e S Catarina,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Gaspar, João"
49229,NS dos Prazeres e S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Costa, Domingos da"
49230,NS da Ajuda,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Teixeira, Sebastião da Silva"
50024,NS de Nazaré,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Moraes, Domingo"
50026,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Dormondo, Brás Pereira"
50027,NS do Pilar S Miguel e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1690,,"Álvares, Manoel"
50028,NS dos Martírios,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1690,,"Marinho, Manoel Alves"
46429,NS da Penha da França,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1691,,"Araújo, Jerônimo Antônio de"
46430,NS de Nazaré e S Luzia,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1691,,"Matos, Manoel da Silva"
46431,Santíssimo Sacramento NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Campos, Manoel da Costa"
47550,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Marralheiro, Jerônimo Fernandes"
47659,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Santiago, Manoel Caldeira"
47660,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,
49231,NS do Pilar,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Fagarro, João Correa"
49232,NS do Rosario e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Guedes, Cristóvão"
50025,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1691,,"Barros, Pascoal de Freitas"
50030,NS dos Prazeres e S João Batista,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1691,,"Luz, João Antônio da"
50031,S Miguel e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Pintado, Domingos de Souza"
50032,NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Dormondo, Brás Pereira"
50033,NS da Guia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Cabral, Francisco Teixeira"
50034,NS da Ajuda,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,
48982,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,
